,G,AB,SO,SF,HBP,IBB,SH,BB,R,H,SB,RBI,HR,2B,3B,W,SHO,CG,SV,SO,HRA,HA,ER,IP,ERA,HOF
balfogr01,534,2,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,84,571,47,406,209,1619,3.48548486720198,0
ballaje01,197,13,4,0,0,0,1,0,0,5,0,0,0,1,0,41,2,10,2,244,92,914,405,2320,4.71336206896552,0
ballar01,33,84,1,0,1,0,2,7,7,16,2,8,0,2,0,0,0,0,0,0,0,0,0,0,NA,0
balleja01,94,14,7,0,1,0,2,0,0,1,0,0,0,0,0,4,0,0,6,117,26,169,91,469,5.23880597014925,0
ballepe01,3,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
ballima01,18,5,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,25,3,30,18,104,4.67307692307692,0
ballje01,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
ballji01,16,51,0,0,0,0,1,3,4,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,NA,0
ballne01,501,1609,13,0,4,0,60,99,162,404,92,151,4,56,17,0,0,0,0,0,0,0,0,0,NA,0
ballowi01,99,93,36,0,0,0,5,6,6,5,0,2,1,2,0,19,0,10,2,109,22,398,187,989,5.1051567239636,0
balsato01,18,5,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,27,1,34,21,88,6.44318181818182,0
bambege01,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,25,15,43,9.41860465116279,0
bambeha01,7,12,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
banckst01,19,72,3,0,0,0,0,0,3,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
bancrda01,1913,7182,487,0,23,0,212,827,1048,2004,145,591,32,320,77,0,0,0,0,0,0,0,0,0,NA,0
bandoch01,498,1284,197,16,2,6,27,138,134,292,1,142,27,46,2,0,0,0,0,0,0,0,0,0,NA,0
bandosa01,2019,7060,923,57,75,69,65,1031,982,1790,75,1039,242,289,38,0,0,0,0,0,0,3,2,9,6,0
bandyje01,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0
baneed01,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,80,13,182,87,504,4.66071428571429,0
baneydi01,42,16,4,0,1,0,3,0,0,2,0,0,0,0,0,4,0,0,3,38,7,98,43,271,4.28413284132841,0
banisje01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
bankhda01,62,45,7,0,2,0,0,1,7,10,0,3,1,1,0,9,1,2,4,111,22,161,111,460,6.51521739130435,0
bankhsc01,267,9,7,0,0,0,2,0,0,2,0,0,0,0,0,57,3,7,1,614,111,876,418,2703,4.17536071032187,0
banksbi01,5,14,5,0,0,0,0,1,0,3,0,0,0,0,0,1,0,3,0,10,2,49,27,90,8.1,0
banksbr01,273,495,129,5,2,6,5,62,65,122,8,64,13,19,3,0,0,0,0,0,0,0,0,0,NA,0
bankser01,2528,9421,1236,96,70,198,45,763,1305,2583,50,1636,512,407,90,0,0,0,0,0,0,0,0,0,NA,0
banksev01,11,36,5,0,1,0,0,2,6,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,NA,0
banksge01,106,201,59,4,2,1,1,37,33,44,0,27,9,6,2,0,0,0,0,0,0,0,0,0,NA,0
banksjo01,30,27,6,0,0,0,2,4,4,3,0,0,0,0,0,4,0,1,0,55,20,143,75,358,5.65642458100559,0
bankswe01,17,59,15,1,1,0,0,2,4,12,0,4,1,3,0,0,0,0,0,0,0,0,0,0,NA,0
bankswi01,184,68,23,0,2,0,8,2,5,12,0,1,0,2,0,33,1,1,2,428,65,632,322,1831,4.74822501365374,0
bannial01,972,3007,318,28,13,13,33,292,430,811,108,288,19,143,28,0,0,0,0,0,0,0,0,0,NA,0
bannibr01,117,29,9,0,1,0,3,0,3,8,0,4,0,4,0,37,0,2,0,384,86,724,377,2002,5.08441558441558,0
bannifl01,431,80,26,0,0,0,11,2,6,14,0,1,0,1,0,134,16,62,0,1723,291,2320,1078,7164,4.06281407035176,0
banniji01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
bannoji01,366,1433,101,0,11,0,20,152,292,459,99,253,19,76,24,0,0,0,0,2,2,18,12,27,12,0
bannoto01,39,166,9,0,0,0,3,8,34,44,20,8,0,7,2,0,0,0,0,0,0,0,0,0,NA,0
bantaja01,69,61,11,0,0,0,1,4,3,7,0,3,0,1,0,14,1,3,5,116,15,176,86,614,3.78175895765472,0
bantzbr01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
banuema01,7,3,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,19,4,30,15,79,5.12658227848101,0
baptitr01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,34,17,81,5.66666666666667,0
barajro01,1114,3460,638,39,46,31,28,207,396,812,2,480,136,187,1,0,0,0,0,0,0,0,0,0,NA,0
barbare01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barbawa01,500,1777,121,0,6,0,83,88,173,462,37,156,1,52,21,0,0,0,0,0,0,0,0,0,NA,0
barbebr01,479,1434,268,11,32,10,18,164,163,388,16,133,16,73,6,0,0,0,0,0,0,0,0,0,NA,0
barbebr02,26,8,2,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,1,59,15,111,70,279,6.7741935483871,0
barbech01,55,204,0,0,0,0,0,11,38,41,0,0,0,1,4,0,0,0,0,0,0,0,0,0,NA,0
barbeda01,116,374,42,0,3,0,4,20,44,92,1,60,6,23,7,0,0,0,0,0,0,0,0,0,NA,0
barbefr01,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,26,12,52,6.23076923076923,0
barbeja01,199,712,3,0,11,0,18,78,96,160,39,46,0,25,8,0,0,0,0,0,0,0,0,0,NA,0
barbest01,466,563,320,1,2,0,45,38,24,65,0,27,5,5,2,121,21,59,13,1309,125,1818,747,5997,3.3631815907954,0
barbest02,25,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,18,3,34,22,117,5.07692307692308,0
barbetu01,491,1531,112,0,12,0,53,115,189,442,28,185,2,47,21,0,0,0,0,0,0,0,0,0,NA,0
barbiji01,39,82,7,0,0,1,1,9,9,23,2,3,0,5,0,0,0,0,0,0,0,0,0,0,NA,0
barcelo01,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,42,7,67,33,198,4.5,0
barclcu01,44,64,18,0,1,0,1,1,6,15,0,4,0,3,0,10,2,5,0,73,24,214,77,598,3.47658862876254,0
barclge01,401,1538,0,0,18,0,25,62,167,382,61,140,4,35,15,0,0,0,0,0,0,0,0,0,NA,0
bardda01,211,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,252,25,193,105,772,3.67227979274611,0
bardebr01,119,175,44,1,3,0,3,11,21,37,0,14,4,4,0,0,0,0,0,0,0,0,0,0,NA,0
bardjo01,586,1778,299,13,3,12,11,175,162,452,1,220,39,109,3,0,0,0,0,0,0,0,0,0,NA,0
barera01,88,5,4,0,0,0,0,0,1,1,0,1,0,0,0,16,3,9,1,145,28,398,181,1020,4.79117647058824,0
barfije01,1428,4759,1234,34,34,49,16,551,715,1219,66,716,241,216,30,0,0,0,0,0,0,0,0,0,NA,0
barfijo01,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,53,13,153,73,418,4.71531100478469,0
barfijo02,309,1012,188,9,5,7,5,44,133,267,35,112,16,53,6,0,0,0,0,0,0,0,0,0,NA,0
barfocl01,90,76,13,0,0,0,1,6,5,20,0,5,0,2,1,8,1,2,5,49,13,293,114,751,4.09853528628495,0
bargagr01,33,9,7,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,23,10,67,39,166,6.3433734939759,0
bargecy01,193,428,55,0,1,0,9,16,33,97,3,31,0,8,5,46,5,78,9,297,18,1010,386,2927,3.56064229586607,0
barkbr01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0
barkeal01,1,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barkean01,17,46,7,0,1,1,0,4,5,14,1,3,1,2,0,0,0,0,0,0,0,0,0,0,NA,0
barkegl01,235,164,48,2,4,0,6,21,53,38,30,18,3,4,1,0,0,0,0,0,0,0,0,0,NA,0
barkeke01,126,285,65,3,1,2,0,34,32,71,3,36,6,12,0,0,0,0,0,0,0,0,0,0,NA,0
barkele01,248,63,31,0,0,0,6,6,3,3,0,1,0,1,0,74,7,35,5,975,96,1289,639,3971,4.34474943339209,0
barkera01,192,318,76,3,3,6,3,29,34,68,1,44,10,16,0,0,0,0,0,0,0,0,0,0,NA,0
barkeri01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,15,7.2,0
barkese01,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barklbr01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,12,33,9.81818181818182,0
barklje01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,5,43,27,135,5.4,0
barklre01,63,163,26,0,0,0,4,19,16,43,2,21,0,9,0,0,0,0,0,0,0,0,0,0,NA,0
barklsa01,582,2329,44,0,12,0,0,176,362,602,51,231,10,125,39,0,0,0,0,0,0,0,0,0,NA,0
barlomi01,133,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,96,16,279,127,740,4.63378378378378,0
barloto01,126,607,4,0,0,0,0,7,120,174,19,34,1,5,3,0,0,0,0,0,0,0,0,0,NA,0
barmebr01,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barmecl01,1186,3805,734,26,60,32,60,216,434,932,43,415,89,208,17,0,0,0,0,0,0,0,0,0,NA,0
barnaba01,207,664,98,0,0,0,3,76,88,154,9,96,12,22,9,0,0,0,0,0,0,0,0,0,NA,0
barnach01,29,27,4,0,0,0,1,4,6,7,0,11,1,4,0,0,0,1,0,8,2,103,43,212,5.47641509433962,0
barneau01,20,29,6,0,1,0,1,6,4,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,NA,0
barnebi01,8,30,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
barnebo01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,10,14,19.2857142857143,0
barnebr01,116,107,51,0,0,0,11,10,3,15,0,4,0,0,0,14,0,2,3,275,39,364,178,1219,3.94257588187039,0
barnebr02,417,1053,323,3,12,3,14,62,121,257,21,92,19,50,7,0,0,0,0,0,0,0,0,0,NA,0
barneda01,581,1921,237,13,21,10,18,115,228,472,20,157,21,90,13,0,0,0,0,0,0,0,0,0,NA,0
barneed01,88,272,33,0,3,0,11,37,33,61,17,22,0,5,2,0,0,0,0,0,0,0,0,0,NA,0
barneep01,4,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barnefr01,7,7,0,0,0,0,0,1,1,2,0,2,0,1,0,0,0,0,0,2,0,23,15,52,7.78846153846154,0
barnefr02,21,10,3,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,30,4,40,24,110,5.89090909090909,0
barneho01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barneje01,435,913,72,0,1,0,41,24,71,195,2,69,1,11,5,152,26,180,13,653,88,2686,918,7709,3.21520300946945,0
barnejo01,20,58,9,0,3,0,0,3,6,14,0,2,0,4,0,0,0,0,0,0,0,0,0,0,NA,0
barneju01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barnela01,46,78,18,0,0,0,0,2,4,12,0,4,1,2,0,0,0,0,0,0,0,0,0,0,NA,0
barnelu01,27,74,5,1,0,1,0,6,7,18,0,7,0,2,2,0,0,0,0,0,0,0,0,0,NA,0
barnema01,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,47,10,67,30,156,5.19230769230769,0
barnere01,286,836,76,0,5,0,16,95,152,225,12,97,8,41,24,0,0,0,0,0,0,0,0,0,NA,0
barnere02,155,201,78,0,0,0,7,7,12,33,0,7,0,3,0,35,6,20,1,336,48,474,286,1793,4.30674846625767,0
barneri01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,39,18,86,5.65116279069767,0
barnero01,499,2392,65,0,0,0,0,114,698,859,73,350,6,144,44,0,0,0,0,0,0,7,3,4,20.25,0
barnesa01,7,11,1,0,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
barnesc01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,4,25,16,83,5.20481927710843,0
barnesk01,353,614,74,8,4,3,8,41,95,159,20,83,14,30,4,0,0,0,0,0,0,0,0,0,NA,0
barnevi01,205,371,119,0,0,0,15,7,20,40,0,9,0,0,0,61,7,58,11,275,46,1192,445,3282,3.66087751371115,0
barnhcl01,814,2673,149,0,7,0,103,265,404,788,35,436,27,121,61,0,0,0,0,0,0,0,0,0,NA,0
barnhed01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
barnhle01,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,25,13,52,6.75,0
barnhtu01,102,296,55,3,2,6,4,29,26,71,0,19,4,9,0,0,0,0,0,0,0,0,0,0,NA,0
barnhvi01,74,204,12,0,0,0,5,10,21,55,2,19,0,7,0,0,0,0,0,0,0,0,0,0,NA,0
barnibi01,83,321,16,0,0,0,0,5,32,55,2,22,0,5,2,0,0,0,0,0,0,0,0,0,NA,0
barnige01,20,18,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,28,2,49,42,173,6.55491329479769,0
barnoed01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,2,22,2.45454545454545,0
barnwch01,13,30,6,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barojsa01,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,35,177,33,374,171,1170,3.94615384615385,0
baronda01,16,9,7,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,18,11,50,26,123,5.70731707317073,0
barondi01,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baronst01,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
barracu01,69,163,36,2,0,1,2,23,14,33,0,14,1,6,1,0,0,0,0,0,0,0,0,0,NA,0
barrage01,67,62,9,0,0,0,1,2,19,18,5,3,0,2,3,0,0,0,0,0,0,0,0,0,NA,0
